Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,log_MSRP,MSRP_per_Engine_HP,HP_per_Cylinder
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,20,204,56400,10.940224437486153,194.48275862068965,48.333333333333336
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,43950,10.690807903113322,151.55172413793105,48.333333333333336
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,50360,10.826952488158284,173.6551724137931,48.333333333333336
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,204,45950,10.735309127783832,158.44827586206895,48.333333333333336
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,20,204,54400,10.904119432844034,187.5862068965517,48.333333333333336
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Compact,Passenger Minivan,23,20,617,32500,10.388995368317827,156.25,52.0
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,3.0,Luxury,Large,Cargo Minivan,24,21,617,28950,10.27332548300114,139.18269230769232,52.0
Chevrolet,Metro,1999,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,42,34,1385,2000,7.600902459542082,36.36363636363637,18.33333333333333
Chevrolet,Metro,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,39,33,1385,2000,7.600902459542082,25.31645569620253,19.75
Chevrolet,Metro,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,39,33,1385,2000,7.600902459542082,25.31645569620253,19.75
Chevrolet,Metro,2000,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,38,31,1385,2000,7.600902459542082,25.31645569620253,19.75
Chevrolet,Metro,2000,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,41,32,1385,2000,7.600902459542082,36.36363636363637,18.33333333333333
Chevrolet,Metro,2000,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,38,31,1385,2000,7.600902459542082,25.31645569620253,19.75
Chevrolet,Metro,2001,regular unleaded,79.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,31,26,1385,12515,9.434683203865877,158.41772151898735,19.75
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,23,18,436,2000,7.600902459542082,17.24137931034483,29.0
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,20,15,436,2000,7.600902459542082,17.24137931034483,19.33333333333333
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,151.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Extended Cab Pickup,23,18,436,2000,7.600902459542082,13.245033112582782,37.75
Mitsubishi,Mighty Max Pickup,1995,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,23,18,436,2000,7.600902459542082,17.24137931034483,29.0
Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,Regular Cab Pickup,23,18,436,2000,7.600902459542082,17.24137931034483,29.0
Mazda,Millenia,2000,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,2381,7.7752758464868625,11.33809523809524,35.0
Mazda,Millenia,2000,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,2337,7.756623334538858,11.128571428571428,35.0
Mazda,Millenia,2000,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,586,2138,7.6676260915849905,12.576470588235294,28.33333333333333
Mazda,Millenia,2001,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,31025,10.342548610072807,147.73809523809524,35.0
Mazda,Millenia,2001,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,586,28025,10.24085224794036,164.85294117647058,28.33333333333333
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,586,28075,10.242634779606645,165.14705882352942,28.33333333333333
Mazda,Millenia,2002,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,31075,10.344158916378912,147.97619047619048,35.0
Mazda,Millenia,2002,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,17,586,31675,10.36328300518934,150.83333333333334,35.0
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,586,28875,10.270731447824094,169.85294117647058,28.33333333333333
Infiniti,M,2012,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,190,49850,10.816773775389985,151.06060606060606,55.0
Infiniti,M,2012,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,190,47700,10.772686676876432,144.54545454545453,55.0
Infiniti,M,2012,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,Sedan,32,27,190,53700,10.891168280496956,149.16666666666666,60.0
Infiniti,M,2012,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,190,59200,10.988676820872096,140.95238095238096,52.5
Infiniti,M,2012,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,61700,11.03003920989348,146.9047619047619,52.5
Infiniti,M,2013,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,190,61200,11.021902468500418,145.71428571428572,52.5
Infiniti,M,2013,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,Sedan,32,27,190,54750,10.910532647678748,152.08333333333334,60.0
Infiniti,M,2013,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,190,48700,10.79343430907068,147.57575757575756,55.0
Infiniti,M,2013,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,63700,11.061939841560257,151.66666666666666,52.5
Infiniti,M,2013,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,190,50850,10.836635401476704,154.0909090909091,55.0
Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,40,33,436,13995,9.546455401949554,179.42307692307693,26.0
Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,42,35,436,16995,9.740674462130215,217.8846153846154,26.0
Mitsubishi,Mirage G4,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,42,35,436,15195,9.628721705350891,194.80769230769232,26.0
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,12995,9.47231994707559,175.6081081081081,24.666666666666668
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,44,37,436,15195,9.628721705350891,205.33783783783784,24.666666666666668
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,14195,9.560645068907071,191.82432432432432,24.666666666666668
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,44,37,436,13995,9.546455401949554,189.1216216216216,24.666666666666668
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,12995,9.47231994707559,175.6081081081081,24.666666666666668
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,14295,9.567665104756411,193.17567567567568,24.666666666666668
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,44,37,436,15395,9.6417980603586,208.04054054054052,24.666666666666668
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,44,37,436,14095,9.553575403548212,190.47297297297297,24.666666666666668
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,44,37,436,14945,9.61213207471804,201.95945945945945,24.666666666666668
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,41,33,436,14795,9.60204456483431,189.6794871794872,26.0
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,41,33,436,12995,9.47231994707559,166.60256410256412,26.0
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,43,37,436,14195,9.560645068907071,181.98717948717947,26.0
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,43,37,436,15995,9.680031452383618,205.06410256410257,26.0
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,43,37,436,16495,9.710812583662682,211.47435897435895,26.0
Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,46030,10.737048636811288,191.79166666666663,60.0
Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,35595,10.479960457537974,148.3125,60.0
Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,33100,10.407288561365156,137.91666666666666,60.0
Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,48525,10.78983440803721,202.1875,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,46455,10.746239381075412,193.5625,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,42955,10.667908335072156,178.97916666666666,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,48950,10.798554647958657,203.95833333333331,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,40460,10.608069110721736,168.58333333333334,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,33260,10.41211075274692,138.58333333333334,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,39585,10.586205537605537,164.9375,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61,37090,10.521102670483636,154.54166666666666,60.0
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,26,19,61,35755,10.484445398482496,148.97916666666666,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,41895,10.642921767047389,174.5625,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,21,61,35720,10.483466034990435,148.83333333333334,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,35130,10.466810745259872,146.375,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,21,61,32720,10.395741790716682,136.33333333333334,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,21,61,39485,10.583676131931682,164.52083333333334,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,38125,10.548625513909712,158.85416666666666,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,21,61,45475,10.724918003386325,189.47916666666663,60.0
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61,47880,10.77645315967191,199.5,60.0
Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850,10.567463355795793,127.79605263157896,50.66666666666666
Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,61,40845,10.617539693775967,134.35855263157896,50.66666666666666
Lincoln,MKS,2014,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,17,61,45840,10.732912351388622,125.5890410958904,60.833333333333336
Lincoln,MKS,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,17,61,45840,10.732912351388622,125.5890410958904,60.833333333333336
Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850,10.567463355795793,127.37704918032787,50.833333333333336
Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,61,40845,10.617539693775967,133.91803278688525,50.833333333333336
Lincoln,MKS,2016,regular unleaded,350.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,17,61,41005,10.621449289470512,117.15714285714286,58.333333333333336
Lincoln,MKS,2016,regular unleaded,350.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,17,61,39010,10.571573302500704,111.45714285714286,58.333333333333336
Lincoln,MKS,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,61,46000,10.736396675471232,126.02739726027396,60.833333333333336
Lincoln,MKT,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,Wagon,23,16,61,45205,10.718962979171469,123.84931506849315,60.833333333333336
Lincoln,MKT,2015,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,Wagon,25,17,61,43210,10.67382722892598,142.6072607260726,50.5
Lincoln,MKT,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,Wagon,24,16,61,43370,10.677523236829412,143.13531353135315,50.5
Lincoln,MKT,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,Wagon,21,15,61,45365,10.722496161603727,124.28767123287672,60.833333333333336
Lincoln,MKT,2017,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,Wagon,24,16,61,43530,10.681205634546345,143.66336633663366,50.5
Lincoln,MKT,2017,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,Wagon,21,15,61,49025,10.800085651064547,134.31506849315068,60.833333333333336
Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,17,61,40850,10.617662100288149,133.9344262295082,50.833333333333336
Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,61,38900,10.568749529606537,127.54098360655738,50.833333333333336
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,44045,10.692967117543896,145.36303630363037,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,47810,10.77499010162015,157.78877887788778,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,53475,10.886969533950609,176.4851485148515,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,38260,10.552160242994244,126.27062706270628,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,55970,10.932571111885403,184.7194719471947,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,45315,10.721393382488882,149.55445544554456,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,40755,10.615333810528558,134.5049504950495,50.5
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,17,61,41550,10.634652800283597,137.12871287128712,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,17,61,38260,10.552160242994244,126.27062706270628,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,44045,10.692967117543896,145.36303630363037,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,48055,10.780101467257383,158.59735973597358,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,17,61,45560,10.726785417561118,150.36303630363037,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,17,61,53475,10.886969533950609,176.4851485148515,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,40755,10.615333810528558,134.5049504950495,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,17,61,41550,10.634652800283597,137.12871287128712,50.5
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,55970,10.932571111885403,184.7194719471947,50.5
Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,36,41,61,34645,10.45290869406148,181.38743455497385,47.75
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,45555,10.726675666147958,197.2077922077922,57.75
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,35190,10.46851723031563,152.33766233766235,57.75
Lincoln,MKZ,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,41,61,35190,10.46851723031563,187.18085106382975,47.0
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,61,37080,10.520833019679792,160.5194805194805,57.75
Lincoln,MKZ,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,41,61,45555,10.726675666147958,242.31382978723408,47.0
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,61,47445,10.76732642440786,205.3896103896104,57.75
Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,61,37080,10.520833019679792,160.5194805194805,57.75
Lincoln,MKZ,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,41,61,45605,10.727772638614258,242.57978723404256,47.0
Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,45605,10.727772638614258,197.42424242424244,57.75
Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,61,47495,10.768379721324283,205.6060606060606,57.75
Lincoln,MKZ,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,41,61,35190,10.46851723031563,187.18085106382975,47.0
Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61,35190,10.46851723031563,152.33766233766235,57.75
Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,38,41,61,35010,10.463389013948712,140.38474558713708,62.34651751794006
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,20,61,36900,10.51596683002862,150.6122448979592,61.25
Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,38,41,61,39510,10.584309083405437,158.42905735926266,62.34651751794006
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61,39510,10.584309083405437,161.26530612244898,61.25
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,20,61,49560,10.81093933574308,202.28571428571428,61.25
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61,35010,10.463389013948712,142.89795918367346,61.25
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,20,61,41400,10.631036159813403,168.9795918367347,61.25
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61,47670,10.772057548198871,194.57142857142856,61.25
Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,38,41,61,36760,10.512165576469624,147.4019779429637,62.34651751794006
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61,36760,10.512165576469624,150.0408163265306,61.25
Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,38,41,61,47670,10.772057548198871,191.14940937271703,62.34651751794006
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,20,61,38650,10.562302054015568,157.75510204081633,61.25
Mercedes-Benz,ML55 AMG,2000,regular unleaded,342.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,4dr SUV,16,12,617,5650,8.639410824140487,16.52046783625731,42.75
Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,90,88,1391,79900,11.288531131754366,320.386780131741,inf
Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,Performance",Large,Sedan,97,94,1391,69900,11.154820928221902,280.2883095270175,inf
Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,94,86,1391,104500,11.556942350387002,419.0290178193609,inf
Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,90,88,1391,93400,11.444646624216936,374.5197154481178,inf
Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Exotic,Performance",Large,Sedan,97,94,1391,69900,11.154820928221902,280.2883095270175,inf
Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,Performance",Large,Sedan,102,101,1391,75000,11.225243392518449,300.7385295354265,inf
